-183.510, 78.245, 1.638,  1.765
-183.504, 78.191, 1.651,  1.798
-183.498, 78.136, 1.662,  1.831
-183.493, 78.080, 1.670,  1.864
-183.487, 78.025, 1.676,  1.897
-183.481, 77.969, 1.680,  1.930
-183.476, 77.913, 1.683,  1.963
-183.471, 77.858, 1.686,  1.996
-183.465, 77.802, 1.689,  2.029
-183.460, 77.745, 1.693,  2.062
-183.455, 77.689, 1.700,  2.095
-183.449, 77.633, 1.708,  2.128
-183.444, 77.576, 1.718,  2.161
-183.438, 77.518, 1.728,  2.194
-183.432, 77.461, 1.738,  2.227
-183.427, 77.403, 1.747,  2.260
-183.421, 77.345, 1.754,  2.293
-183.415, 77.286, 1.759,  2.326
-183.410, 77.228, 1.764,  2.359
-183.404, 77.169, 1.767,  2.392
-183.398, 77.111, 1.772,  2.425
-183.392, 77.052, 1.777,  2.458
-183.387, 76.993, 1.784,  2.491
-183.381, 76.933, 1.792,  2.524
-183.376, 76.874, 1.801,  2.557
-183.370, 76.813, 1.810,  2.590
-183.365, 76.753, 1.818,  2.623
-183.360, 76.693, 1.825,  2.656
-183.354, 76.632, 1.832,  2.689
-183.349, 76.571, 1.837,  2.722
-183.343, 76.510, 1.842,  2.755
-183.337, 76.449, 1.848,  2.788
-183.332, 76.387, 1.854,  2.821
-183.326, 76.325, 1.860,  2.854
-183.320, 76.263, 1.868,  2.887
-183.315, 76.201, 1.876,  2.920
-183.309, 76.139, 1.884,  2.953
-183.303, 76.076, 1.892,  2.986
-183.297, 76.013, 1.899,  3.019
-183.292, 75.950, 1.905,  3.052
-183.286, 75.886, 1.910,  3.085
-183.281, 75.823, 1.916,  3.118
-183.276, 75.759, 1.922,  3.151
-183.270, 75.695, 1.929,  3.184
-183.265, 75.631, 1.937,  3.217
-183.259, 75.566, 1.945,  3.250
-183.253, 75.502, 1.953,  3.283
-183.248, 75.437, 1.960,  3.316
-183.242, 75.371, 1.967,  3.349
-183.236, 75.306, 1.973,  3.382
-183.231, 75.240, 1.979,  3.415
-183.225, 75.174, 1.985,  3.448
-183.219, 75.108, 1.992,  3.481
-183.213, 75.042, 1.999,  3.514
-183.207, 74.975, 2.007,  3.547
-183.202, 74.908, 2.015,  3.580
-183.196, 74.841, 2.023,  3.613
-183.191, 74.774, 2.030,  3.646
-183.185, 74.706, 2.037,  3.679
-183.180, 74.638, 2.043,  3.712
-183.174, 74.570, 2.049,  3.745
-183.169, 74.502, 2.056,  3.778
-183.163, 74.434, 2.063,  3.811
-183.157, 74.365, 2.071,  3.844
-183.152, 74.296, 2.080,  3.877
-183.146, 74.227, 2.088,  3.910
-183.140, 74.157, 2.094,  3.943
-183.134, 74.087, 2.100,  3.976
-183.128, 74.018, 2.106,  4.009
-183.122, 73.947, 2.113,  4.042
-183.117, 73.877, 2.120,  4.075
-183.111, 73.806, 2.129,  4.108
-183.106, 73.735, 2.138,  4.141
-183.101, 73.664, 2.147,  4.174
-183.095, 73.592, 2.155,  4.207
-183.089, 73.521, 2.161,  4.240
-183.084, 73.449, 2.166,  4.273
-183.078, 73.377, 2.171,  4.306
-183.072, 73.304, 2.178,  4.339
-183.067, 73.232, 2.188,  4.372
-183.061, 73.159, 2.198,  4.405
-183.055, 73.085, 2.208,  4.438
-183.049, 73.012, 2.216,  4.471
-183.043, 72.938, 2.221,  4.504
-183.038, 72.864, 2.225,  4.537
-183.032, 72.790, 2.230,  4.570
-183.027, 72.716, 2.238,  4.603
-183.021, 72.641, 2.249,  4.636
-183.016, 72.566, 2.261,  4.669
-183.010, 72.491, 2.271,  4.702
-183.004, 72.415, 2.277,  4.735
-182.999, 72.339, 2.281,  4.768
-182.993, 72.263, 2.285,  4.801
-182.987, 72.187, 2.291,  4.834
-182.981, 72.111, 2.301,  4.867
-182.976, 72.034, 2.314,  4.900
-182.970, 71.957, 2.327,  4.933
-182.964, 71.879, 2.335,  4.966
-182.958, 71.801, 2.339,  4.999
-182.953, 71.724, 2.340,  5.032
-182.948, 71.646, 2.343,  5.065
-182.942, 71.568, 2.353,  5.098
-182.936, 71.489, 2.368,  5.131
-182.931, 71.410, 2.385,  5.164
-182.925, 71.330, 2.396,  5.197
-182.919, 71.250, 2.398,  5.230
-182.914, 71.171, 2.395,  5.263
-182.908, 71.091, 2.395,  5.296
-182.902, 71.012, 2.404,  5.329
-182.896, 70.931, 2.424,  5.362
-182.891, 70.850, 2.447,  5.395
-182.885, 70.768, 2.460,  5.428
-182.880, 70.686, 2.459,  5.461
-182.874, 70.605, 2.450,  5.494
-182.869, 70.524, 2.442,  5.527
-182.863, 70.442, 2.450,  5.560
-182.858, 70.360, 2.477,  5.593
-182.852, 70.277, 2.515,  5.626
-182.846, 70.192, 2.542,  5.659
-182.840, 70.107, 2.540,  5.692
-182.835, 70.024, 2.512,  5.725
-182.829, 69.942, 2.473,  5.758
-182.823, 69.860, 2.440,  5.791
-182.818, 69.780, 2.428,  5.824
-182.813, 69.699, 2.444,  5.857
-182.808, 69.616, 2.494,  5.890
-182.803, 69.531, 2.574,  5.923
-182.797, 69.442, 2.669,  5.956
-182.791, 69.351, 2.754,  5.989
-182.785, 69.257, 2.805,  6.022
-182.779, 69.163, 2.816,  6.055
-182.773, 69.070, 2.801,  6.088
-182.767, 68.978, 2.767,  6.121
-182.761, 68.888, 2.718,  6.154
-182.755, 68.799, 2.660,  6.187
-182.750, 68.713, 2.581,  6.220
-182.745, 68.630, 2.515,  6.253
-182.740, 68.548, 2.471,  6.286
-182.735, 68.466, 2.460,  6.319
-182.730, 68.384, 2.486,  6.352
-182.725, 68.299, 2.549,  6.385
-182.719, 68.212, 2.638,  6.418
-182.714, 68.121, 2.745,  6.451
-182.708, 68.026, 2.860,  6.484
-182.702, 67.927, 2.960,  6.517
-182.695, 67.826, 3.024,  6.550
-182.689, 67.725, 3.045,  6.583
-182.684, 67.623, 3.035,  6.616
-182.678, 67.524, 3.002,  6.649
-182.672, 67.425, 2.953,  6.682
-182.666, 67.329, 2.893,  6.715
-182.661, 67.235, 2.824,  6.748
-182.656, 67.144, 2.735,  6.781
-182.650, 67.056, 2.655,  6.814
-182.645, 66.970, 2.593,  6.847
-182.640, 66.885, 2.561,  6.880
-182.635, 66.800, 2.565,  6.913
-182.630, 66.714, 2.609,  6.946
-182.625, 66.625, 2.684,  6.979
-182.619, 66.532, 2.782,  7.012
-182.613, 66.436, 2.895,  7.045
-182.607, 66.336, 3.014,  7.078
-182.601, 66.232, 3.119,  7.111
-182.595, 66.125, 3.187,  7.144
-182.588, 66.018, 3.210,  7.177
-182.582, 65.912, 3.201,  7.210
-182.576, 65.806, 3.167,  7.243
-182.569, 65.703, 3.116,  7.276
-182.564, 65.601, 3.053,  7.309
-182.558, 65.502, 2.981,  7.342
-182.553, 65.406, 2.892,  7.375
-182.548, 65.312, 2.816,  7.408
-182.543, 65.221, 2.765,  7.441
-182.538, 65.130, 2.747,  7.474
-182.532, 65.038, 2.768,  7.507
-182.527, 64.944, 2.827,  7.540
-182.522, 64.847, 2.912,  7.573
-182.516, 64.747, 3.016,  7.606
-182.510, 64.643, 3.133,  7.639
-182.504, 64.534, 3.253,  7.672
-182.499, 64.423, 3.357,  7.705
-182.493, 64.308, 3.425,  7.738
-182.487, 64.193, 3.448,  7.771
-182.481, 64.079, 3.436,  7.804
-182.475, 63.966, 3.398,  7.837
-182.469, 63.855, 3.342,  7.870
-182.463, 63.746, 3.274,  7.903
-182.457, 63.640, 3.196,  7.936
-182.452, 63.536, 3.112,  7.969
-182.447, 63.436, 3.013,  8.002
-182.442, 63.339, 2.929,  8.035
-182.438, 63.243, 2.869,  8.068
-182.433, 63.149, 2.844,  8.101
-182.428, 63.054, 2.860,  8.134
-182.423, 62.957, 2.914,  8.167
-182.418, 62.858, 2.996,  8.200
-182.413, 62.754, 3.097,  8.233
-182.408, 62.648, 3.212,  8.266
-182.402, 62.536, 3.338,  8.299
-182.397, 62.421, 3.466,  8.332
-182.391, 62.302, 3.579,  8.365
-182.386, 62.180, 3.657,  8.398
-182.380, 62.057, 3.687,  8.431
-182.374, 61.934, 3.679,  8.464
-182.368, 61.813, 3.642,  8.497
-182.362, 61.694, 3.585,  8.530
-182.357, 61.577, 3.513,  8.563
-182.352, 61.463, 3.431,  8.596
-182.347, 61.352, 3.342,  8.629
-182.342, 61.244, 3.241,  8.662
-182.337, 61.139, 3.153,  8.695
-182.332, 61.037, 3.089,  8.728
-182.328, 60.935, 3.058,  8.761
-182.323, 60.833, 3.068,  8.794
-182.319, 60.730, 3.117,  8.827
-182.314, 60.624, 3.194,  8.860
-182.309, 60.514, 3.291,  8.893
-182.304, 60.401, 3.403,  8.926
-182.299, 60.283, 3.525,  8.959
-182.294, 60.162, 3.651,  8.992
-182.288, 60.036, 3.761,  9.025
-182.283, 59.908, 3.836,  9.058
-182.277, 59.780, 3.866,  9.091
-182.272, 59.651, 3.855,  9.124
-182.266, 59.524, 3.814,  9.157
-182.261, 59.399, 3.753,  9.190
-182.256, 59.277, 3.678,  9.223
-182.251, 59.157, 3.591,  9.256
-182.247, 59.041, 3.495,  9.289
-182.242, 58.928, 3.409,  9.322
-182.237, 58.817, 3.343,  9.355
-182.233, 58.707, 3.309,  9.388
-182.228, 58.597, 3.315,  9.421
-182.224, 58.485, 3.360,  9.454
-182.219, 58.371, 3.433,  9.487
-182.215, 58.254, 3.527,  9.520
-182.210, 58.132, 3.635,  9.553
-182.205, 58.007, 3.754,  9.586
-182.200, 57.878, 3.876,  9.619
-182.195, 57.746, 3.983,  9.652
-182.190, 57.610, 4.056,  9.685
-182.184, 57.474, 4.083,  9.718
-182.179, 57.339, 4.069,  9.751
-182.174, 57.204, 4.025,  9.784
-182.169, 57.073, 3.960,  9.817
-182.165, 56.944, 3.879,  9.850
-182.160, 56.818, 3.787,  9.883
-182.156, 56.695, 3.689,  9.916
-182.151, 56.575, 3.598,  9.949
-182.147, 56.458, 3.529,  9.982
-182.142, 56.342, 3.490, 10.015
-182.138, 56.226, 3.490, 10.048
-182.134, 56.109, 3.531, 10.081
-182.130, 55.989, 3.600, 10.114
-182.126, 55.866, 3.690, 10.147
-182.122, 55.740, 3.795, 10.180
-182.117, 55.609, 3.911, 10.213
-182.112, 55.475, 4.035, 10.246
-182.107, 55.336, 4.161, 10.279
-182.102, 55.194, 4.270, 10.312
-182.097, 55.049, 4.346, 10.345
-182.093, 54.903, 4.374, 10.378
-182.088, 54.758, 4.362, 10.411
-182.083, 54.614, 4.318, 10.444
-182.078, 54.473, 4.251, 10.477
-182.074, 54.334, 4.166, 10.510
-182.069, 54.199, 4.069, 10.543
-182.065, 54.067, 3.967, 10.576
-182.061, 53.938, 3.872, 10.609
-182.057, 53.812, 3.796, 10.642
-182.053, 53.687, 3.750, 10.675
-182.049, 53.563, 3.744, 10.708
-182.045, 53.437, 3.778, 10.741
-182.041, 53.309, 3.841, 10.774
-182.037, 53.179, 3.925, 10.807
-182.033, 53.045, 4.025, 10.840
-182.029, 52.907, 4.136, 10.873
-182.025, 52.765, 4.256, 10.906
-182.020, 52.619, 4.378, 10.939
-182.016, 52.470, 4.483, 10.972
-182.011, 52.318, 4.556, 11.005
-182.006, 52.165, 4.582, 11.038
-182.002, 52.013, 4.567, 11.071
-181.997, 51.862, 4.520, 11.104
-181.993, 51.714, 4.450, 11.137
-181.989, 51.569, 4.362, 11.170
-181.985, 51.427, 4.266, 11.203
-181.981, 51.288, 4.175, 11.236
-181.977, 51.152, 4.100, 11.269
-181.973, 51.017, 4.052, 11.302
-181.969, 50.883, 4.043, 11.335
-181.966, 50.747, 4.073, 11.368
-181.962, 50.610, 4.131, 11.401
-181.958, 50.470, 4.210, 11.434
-181.954, 50.326, 4.305, 11.467
-181.950, 50.179, 4.412, 11.500
-181.946, 50.028, 4.527, 11.533
-181.942, 49.874, 4.644, 11.566
-181.938, 49.716, 4.746, 11.599
-181.934, 49.555, 4.815, 11.632
-181.930, 49.394, 4.838, 11.665
-181.925, 49.233, 4.820, 11.698
-181.921, 49.074, 4.770, 11.731
-181.917, 48.918, 4.697, 11.764
-181.913, 48.764, 4.606, 11.797
-181.910, 48.614, 4.506, 11.830
-181.906, 48.468, 4.409, 11.863
-181.903, 48.324, 4.329, 11.896
-181.899, 48.181, 4.276, 11.929
-181.896, 48.040, 4.260, 11.962
-181.892, 47.897, 4.284, 11.995
-181.888, 47.753, 4.336, 12.028
-181.885, 47.606, 4.410, 12.061
-181.882, 47.456, 4.500, 12.094
-181.878, 47.303, 4.602, 12.127
-181.874, 47.146, 4.714, 12.160
-181.871, 46.985, 4.832, 12.193
-181.867, 46.820, 4.952, 12.226
-181.863, 46.651, 5.059, 12.259
-181.859, 46.480, 5.133, 12.292
-181.855, 46.308, 5.161, 12.325
-181.851, 46.137, 5.146, 12.358
-181.847, 45.967, 5.101, 12.391
-181.844, 45.800, 5.032, 12.424
-181.840, 45.635, 4.944, 12.457
-181.836, 45.474, 4.838, 12.490
-181.833, 45.316, 4.734, 12.523
-181.830, 45.162, 4.646, 12.556
-181.827, 45.009, 4.585, 12.589
-181.823, 44.858, 4.560, 12.622
-181.820, 44.705, 4.574, 12.655
-181.817, 44.552, 4.618, 12.688
-181.814, 44.396, 4.685, 12.721
-181.810, 44.237, 4.768, 12.754
-181.807, 44.075, 4.863, 12.787
-181.804, 43.909, 4.969, 12.820
-181.800, 43.740, 5.082, 12.853
-181.797, 43.566, 5.201, 12.886
-181.793, 43.389, 5.322, 12.919
-181.790, 43.208, 5.428, 12.952
-181.786, 43.025, 5.504, 12.985
-181.783, 42.841, 5.531, 13.018
-181.779, 42.657, 5.515, 13.051
-181.776, 42.475, 5.465, 13.084
-181.772, 42.296, 5.393, 13.117
-181.769, 42.119, 5.306, 13.150
-181.766, 41.946, 5.211, 13.183
-181.763, 41.776, 5.113, 13.216
-181.760, 41.609, 5.024, 13.249
-181.757, 41.444, 4.951, 13.282
-181.754, 41.281, 4.912, 13.315
-181.751, 41.117, 4.912, 13.348
-181.748, 40.952, 4.945, 13.381
-181.745, 40.786, 5.001, 13.414
-181.742, 40.617, 5.073, 13.447
-181.739, 40.445, 5.159, 13.480
-181.736, 40.269, 5.257, 13.513
-181.733, 40.091, 5.364, 13.546
-181.730, 39.908, 5.477, 13.579
-181.727, 39.722, 5.596, 13.612
-181.723, 39.531, 5.716, 13.645
-181.720, 39.338, 5.822, 13.678
-181.717, 39.141, 5.896, 13.711
-181.714, 38.944, 5.923, 13.744
-181.710, 38.747, 5.905, 13.777
-181.707, 38.552, 5.853, 13.810
-181.704, 38.360, 5.775, 13.843
-181.701, 38.171, 5.676, 13.876
-181.698, 37.986, 5.564, 13.909
-181.695, 37.805, 5.451, 13.942
-181.693, 37.627, 5.349, 13.975
-181.690, 37.451, 5.271, 14.008
-181.687, 37.277, 5.221, 14.041
-181.685, 37.104, 5.194, 14.074
-181.682, 36.931, 5.184, 14.107
-181.679, 36.758, 5.189, 14.140
-181.677, 36.584, 5.212, 14.173
-181.674, 36.409, 5.253, 14.206
-181.672, 36.232, 5.312, 14.239
-181.669, 36.052, 5.391, 14.272
-181.666, 35.869, 5.492, 14.305
-181.664, 35.682, 5.620, 14.338
-181.661, 35.489, 5.767, 14.371
-181.658, 35.292, 5.915, 14.404
-181.655, 35.091, 6.062, 14.437
-181.652, 34.884, 6.206, 14.470
-181.649, 34.673, 6.333, 14.503
-181.646, 34.459, 6.427, 14.536
-181.643, 34.244, 6.473, 14.569
-181.640, 34.028, 6.472, 14.602
-181.637, 33.814, 6.431, 14.635
-181.635, 33.602, 6.361, 14.668
-181.632, 33.394, 6.266, 14.701
-181.629, 33.189, 6.152, 14.734
-181.627, 32.989, 6.027, 14.767
-181.624, 32.792, 5.901, 14.800
-181.621, 32.600, 5.786, 14.833
-181.619, 32.410, 5.693, 14.866
-181.617, 32.223, 5.632, 14.899
-181.614, 32.036, 5.609, 14.932
-181.612, 31.849, 5.609, 14.965
-181.610, 31.662, 5.614, 14.998
-181.607, 31.474, 5.630, 15.031
-181.605, 31.285, 5.663, 15.064
-181.603, 31.094, 5.713, 15.097
-181.601, 30.901, 5.781, 15.130
-181.598, 30.706, 5.869, 15.163
-181.596, 30.506, 5.981, 15.196
-181.594, 30.303, 6.114, 15.229
-181.591, 30.094, 6.251, 15.262
-181.589, 29.882, 6.389, 15.295
-181.587, 29.664, 6.527, 15.328
-181.584, 29.442, 6.664, 15.361
-181.582, 29.216, 6.800, 15.394
-181.579, 28.986, 6.920, 15.427
-181.577, 28.753, 7.007, 15.460
-181.574, 28.518, 7.046, 15.493
-181.572, 28.284, 7.039, 15.526
-181.569, 28.051, 6.992, 15.559
-181.567, 27.821, 6.915, 15.592
-181.564, 27.594, 6.815, 15.625
-181.562, 27.371, 6.695, 15.658
-181.560, 27.153, 6.562, 15.691
-181.558, 26.939, 6.428, 15.724
-181.556, 26.729, 6.304, 15.757
-181.553, 26.523, 6.199, 15.790
-181.551, 26.319, 6.125, 15.823
-181.549, 26.116, 6.089, 15.856
-181.547, 25.913, 6.086, 15.889
-181.546, 25.709, 6.110, 15.922
-181.544, 25.504, 6.156, 15.955
-181.542, 25.296, 6.218, 15.988
-181.540, 25.086, 6.293, 16.021
-181.538, 24.874, 6.378, 16.054
-181.536, 24.658, 6.472, 16.087
-181.533, 24.439, 6.573, 16.120
-181.531, 24.216, 6.679, 16.153
-181.529, 23.990, 6.790, 16.186
-181.527, 23.760, 6.904, 16.219
-181.525, 23.526, 7.022, 16.252
-181.523, 23.288, 7.141, 16.285
-181.521, 23.047, 7.263, 16.318
-181.519, 22.801, 7.384, 16.351
-181.516, 22.552, 7.490, 16.384
-181.514, 22.300, 7.564, 16.417
-181.512, 22.047, 7.591, 16.450
-181.510, 21.795, 7.571, 16.483
-181.508, 21.545, 7.514, 16.516
-181.506, 21.298, 7.429, 16.549
-181.504, 21.054, 7.320, 16.582
-181.501, 20.815, 7.194, 16.615
-181.500, 20.580, 7.064, 16.648
-181.498, 20.349, 6.940, 16.681
-181.496, 20.121, 6.833, 16.714
-181.494, 19.896, 6.754, 16.747
-181.492, 19.673, 6.709, 16.780
-181.490, 19.450, 6.696, 16.813
-181.489, 19.226, 6.710, 16.846
-181.487, 19.001, 6.745, 16.879
-181.485, 18.774, 6.796, 16.912
-181.483, 18.545, 6.861, 16.945
-181.482, 18.314, 6.937, 16.978
-181.480, 18.080, 7.022, 17.011
-181.478, 17.842, 7.114, 17.044
-181.476, 17.602, 7.213, 17.077
-181.474, 17.358, 7.316, 17.110
-181.472, 17.111, 7.423, 17.143
-181.471, 16.860, 7.533, 17.176
-181.469, 16.605, 7.647, 17.209
-181.467, 16.347, 7.762, 17.242
-181.465, 16.085, 7.879, 17.275
-181.463, 15.819, 7.998, 17.308
-181.461, 15.549, 8.115, 17.341
-181.459, 15.275, 8.217, 17.374
-181.457, 14.999, 8.288, 17.407
-181.455, 14.723, 8.312, 17.440
-181.453, 14.447, 8.289, 17.473
-181.451, 14.173, 8.229, 17.506
-181.450, 13.902, 8.139, 17.539
-181.448, 13.635, 8.027, 17.572
-181.446, 13.372, 7.906, 17.605
-181.444, 13.113, 7.788, 17.638
-181.443, 12.857, 7.682, 17.671
-181.441, 12.604, 7.600, 17.704
-181.439, 12.352, 7.548, 17.737
-181.438, 12.102, 7.526, 17.770
-181.436, 11.851, 7.528, 17.803
-181.435, 11.599, 7.552, 17.836
-181.433, 11.346, 7.592, 17.869
-181.431, 11.091, 7.646, 17.902
-181.430, 10.834, 7.711, 17.935
-181.428, 10.574, 7.785, 17.968
-181.426, 10.312, 7.866, 18.001
-181.425, 10.047, 7.954, 18.034
-181.423, 9.778, 8.047, 18.067
-181.422, 9.507, 8.145, 18.100
-181.420, 9.232, 8.247, 18.133
-181.418, 8.954, 8.351, 18.166
-181.417, 8.673, 8.458, 18.199
-181.415, 8.387, 8.567, 18.232
-181.413, 8.099, 8.678, 18.265
-181.411, 7.806, 8.790, 18.298
-181.410, 7.510, 8.901, 18.331
-181.408, 7.210, 8.997, 18.364
-181.406, 6.909, 9.062, 18.397
-181.404, 6.606, 9.079, 18.430
-181.403, 6.305, 9.051, 18.463
-181.401, 6.006, 8.985, 18.496
-181.399, 5.710, 8.889, 18.529
-181.398, 5.418, 8.772, 18.562
-181.396, 5.130, 8.644, 18.595
-181.394, 4.847, 8.517, 18.628
-181.393, 4.567, 8.402, 18.661
-181.391, 4.290, 8.308, 18.694
-181.390, 4.016, 8.243, 18.727
-181.388, 3.742, 8.205, 18.760
-181.387, 3.469, 8.193, 18.793
-181.385, 3.196, 8.202, 18.826
-181.384, 2.921, 8.228, 18.859
-181.382, 2.645, 8.269, 18.892
-181.381, 2.368, 8.322, 18.925
-181.380, 2.088, 8.385, 18.958
-181.378, 1.806, 8.456, 18.991
-181.377, 1.521, 8.534, 19.024
-181.375, 1.234, 8.618, 19.057
-181.374, 0.944, 8.707, 19.090
-181.372, 0.651, 8.800, 19.123
-181.370, 0.354, 8.897, 19.156
-181.369, 0.055, 8.996, 19.189
-181.367, -0.248, 9.098, 19.222
-181.366, -0.555, 9.202, 19.255
-181.364, -0.865, 9.308, 19.288
-181.363, -1.178, 9.415, 19.321
-181.361, -1.495, 9.523, 19.354
-181.359, -1.815, 9.632, 19.387
-181.358, -2.140, 9.742, 19.420
-181.356, -2.467, 9.852, 19.453
-181.355, -2.799, 9.961, 19.486
-181.353, -3.133, 10.054, 19.519
-181.351, -3.470, 10.116, 19.552
-181.350, -3.808, 10.131, 19.585
-181.348, -4.144, 10.099, 19.618
-181.346, -4.478, 10.030, 19.651
-181.345, -4.808, 9.930, 19.684
-181.343, -5.135, 9.807, 19.717
-181.342, -5.457, 9.673, 19.750
-181.340, -5.774, 9.537, 19.783
-181.338, -6.088, 9.411, 19.816
-181.337, -6.398, 9.304, 19.849
-181.335, -6.705, 9.223, 19.882
-181.334, -7.010, 9.168, 19.915
-181.333, -7.315, 9.136, 19.948
-181.331, -7.619, 9.126, 19.981
-181.330, -7.924, 9.135, 20.014
-181.328, -8.230, 9.159, 20.047
-181.327, -8.536, 9.195, 20.080
-181.325, -8.845, 9.243, 20.113
-181.324, -9.155, 9.300, 20.146
-181.322, -9.467, 9.364, 20.179
-181.321, -9.782, 9.435, 20.212
-181.319, -10.099, 9.512, 20.245
-181.318, -10.419, 9.593, 20.278
-181.316, -10.741, 9.678, 20.311
-181.315, -11.067, 9.767, 20.344
-181.313, -11.395, 9.859, 20.377
-181.312, -11.727, 9.953, 20.410
-181.310, -12.061, 10.049, 20.443
-181.309, -12.399, 10.147, 20.476
-181.307, -12.740, 10.247, 20.509
-181.305, -13.085, 10.348, 20.542
-181.304, -13.433, 10.449, 20.575
-181.302, -13.784, 10.552, 20.608
-181.301, -14.139, 10.656, 20.641
-181.299, -14.497, 10.760, 20.674
-181.297, -14.858, 10.865, 20.707
-181.296, -15.223, 10.970, 20.740
-181.294, -15.592, 11.076, 20.773
-181.292, -15.964, 11.182, 20.806
-181.290, -16.339, 11.286, 20.839
-181.289, -16.718, 11.375, 20.872
-181.287, -17.099, 11.433, 20.905
-181.285, -17.480, 11.443, 20.938
-181.283, -17.859, 11.407, 20.971
-181.282, -18.237, 11.333, 21.004
-181.280, -18.611, 11.229, 21.037
-181.278, -18.980, 11.109, 21.070
-181.276, -19.346, 10.984, 21.103
-181.275, -19.708, 10.863, 21.136
-181.273, -20.066, 10.757, 21.169
-181.271, -20.421, 10.673, 21.202
-181.270, -20.775, 10.610, 21.235
-181.268, -21.127, 10.569, 21.268
-181.266, -21.479, 10.546, 21.301
-181.265, -21.830, 10.539, 21.334
-181.263, -22.182, 10.548, 21.367
-181.262, -22.535, 10.569, 21.400
-181.260, -22.888, 10.601, 21.433
-181.258, -23.243, 10.642, 21.466
-181.257, -23.600, 10.691, 21.499
-181.255, -23.958, 10.747, 21.532
-181.253, -24.318, 10.808, 21.565
-181.252, -24.681, 10.875, 21.598
-181.250, -25.046, 10.946, 21.631
-181.248, -25.413, 11.020, 21.664
-181.246, -25.783, 11.099, 21.697
-181.245, -26.155, 11.180, 21.730
-181.243, -26.531, 11.264, 21.763
-181.241, -26.909, 11.350, 21.796
-181.239, -27.290, 11.439, 21.829
-181.238, -27.674, 11.529, 21.862
-181.236, -28.060, 11.621, 21.895
-181.234, -28.451, 11.714, 21.928
-181.232, -28.844, 11.808, 21.961
-181.230, -29.240, 11.904, 21.994
-181.228, -29.639, 12.000, 22.027
-181.226, -30.042, 12.098, 22.060
-181.224, -30.448, 12.196, 22.093
-181.222, -30.857, 12.295, 22.126
-181.220, -31.270, 12.394, 22.159
-181.218, -31.686, 12.494, 22.192
-181.216, -32.105, 12.594, 22.225
-181.214, -32.527, 12.695, 22.258
-181.212, -32.953, 12.795, 22.291
-181.210, -33.382, 12.897, 22.324
-181.208, -33.815, 12.996, 22.357
-181.206, -34.250, 13.080, 22.390
-181.204, -34.687, 13.133, 22.423
-181.202, -35.125, 13.138, 22.456
-181.200, -35.561, 13.097, 22.489
-181.197, -35.995, 13.019, 22.522
-181.195, -36.425, 12.919, 22.555
-181.193, -36.851, 12.808, 22.588
-181.191, -37.274, 12.697, 22.621
-181.189, -37.693, 12.596, 22.654
-181.187, -38.110, 12.513, 22.687
-181.185, -38.525, 12.448, 22.720
-181.183, -38.938, 12.399, 22.753
-181.181, -39.350, 12.366, 22.786
-181.179, -39.762, 12.347, 22.819
-181.177, -40.173, 12.342, 22.852
-181.175, -40.585, 12.348, 22.885
-181.172, -40.997, 12.364, 22.918
-181.170, -41.411, 12.390, 22.951
-181.168, -41.825, 12.423, 22.984
-181.166, -42.240, 12.463, 23.017
-181.164, -42.657, 12.510, 23.050
