284.740, 130.658, 8.378,  7.740 False
284.572, 130.669, 8.387,  7.760 False
284.405, 130.680, 8.395,  7.780 False
284.237, 130.691, 8.403,  7.800 False
284.070, 130.701, 8.411,  7.820 False
283.902, 130.712, 8.417,  7.840 False
283.734, 130.722, 8.423,  7.860 False
283.565, 130.732, 8.429,  7.880 False
283.397, 130.742, 8.434,  7.900 False
283.229, 130.752, 8.439,  7.920 False
283.060, 130.761, 8.443,  7.940 False
282.892, 130.770, 8.447,  7.960 False
282.723, 130.779, 8.451,  7.980 False
282.554, 130.787, 8.454,  8.000 False
282.385, 130.796, 8.457,  8.020 False
282.216, 130.804, 8.459,  8.040 False
282.048, 130.811, 8.462,  8.060 False
281.879, 130.819, 8.464,  8.080 False
281.709, 130.827, 8.466,  8.100 False
281.540, 130.834, 8.467,  8.120 False
281.371, 130.841, 8.469,  8.140 False
281.202, 130.848, 8.470,  8.160 False
281.033, 130.855, 8.471,  8.180 False
280.863, 130.862, 8.472,  8.200 False
280.694, 130.868, 8.473,  8.220 False
280.525, 130.874, 8.473,  8.240 False
280.356, 130.881, 8.474,  8.260 False
280.186, 130.886, 8.474,  8.280 False
280.017, 130.892, 8.474,  8.300 False
279.848, 130.897, 8.474,  8.320 False
279.678, 130.903, 8.474,  8.340 False
279.509, 130.908, 8.474,  8.360 False
279.340, 130.913, 8.474,  8.380 False
279.170, 130.918, 8.473,  8.400 False
279.001, 130.922, 8.473,  8.420 False
278.831, 130.926, 8.472,  8.440 False
278.662, 130.931, 8.472,  8.460 False
278.493, 130.936, 8.471,  8.480 False
278.323, 130.940, 8.471,  8.500 False
278.154, 130.944, 8.470,  8.520 False
277.985, 130.948, 8.469,  8.540 False
277.816, 130.952, 8.468,  8.560 False
277.646, 130.955, 8.467,  8.580 False
277.477, 130.958, 8.466,  8.600 False
277.308, 130.962, 8.465,  8.620 False
277.139, 130.965, 8.464,  8.640 False
276.969, 130.967, 8.463,  8.660 False
276.800, 130.970, 8.462,  8.680 False
276.631, 130.973, 8.461,  8.700 False
276.462, 130.975, 8.460,  8.720 False
276.293, 130.977, 8.459,  8.740 False
276.123, 130.978, 8.458,  8.760 False
275.954, 130.980, 8.457,  8.780 False
275.785, 130.982, 8.455,  8.800 False
275.616, 130.984, 8.454,  8.820 False
275.447, 130.985, 8.453,  8.840 False
275.278, 130.987, 8.452,  8.860 False
275.109, 130.988, 8.451,  8.880 False
274.940, 130.989, 8.449,  8.900 False
274.771, 130.990, 8.448,  8.920 False
274.602, 130.991, 8.447,  8.940 False
274.433, 130.992, 8.445,  8.960 False
274.265, 130.993, 8.444,  8.980 False
274.096, 130.994, 8.443,  9.000 False
273.927, 130.995, 8.442,  9.020 False
273.758, 130.995, 8.440,  9.040 False
273.589, 130.996, 8.439,  9.060 False
273.421, 130.996, 8.438,  9.080 False
